year,region,country,attack_type,group_name,killed,wounded,total_casualties,target_type,weapon_type,success,latitude,longitude
2021,Central Asia,Kyrgyzstan,Armed Assault,Free Sons Movement,34,10,44,Government,Chemical,1,42.8777,75.2015
2021,South Asia,India,Bombing/Explosion,Free Sons Movement,1,28,29,Business,Unknown,1,30.8215,89.4528
2021,Middle East,Iraq,Unarmed Assault,Silent Thunder,2,4,6,Government,Chemical,1,24.6096,51.1247
2021,Americas,Mexico,Bombing/Explosion,Iron Vanguard,6,53,59,Government,Explosives,1,12.2845,-80.1367
2021,Africa,Mozambique,Bombing/Explosion,Frontier Guard,57,6,63,Military,Melee,1,0.4149,15.5523
2021,Central Asia,Tajikistan,Armed Assault,Liberation Front Alpha,0,2,2,Civilians,Chemical,1,45.988,71.7099
2021,Middle East,Pakistan,Bombing/Explosion,Crimson Path,30,30,60,Civilians,Firearms,1,32.3631,39.164
2021,Middle East,Afghanistan,Bombing/Explosion,Frontier Guard,18,13,31,Business,Vehicle,1,36.3237,39.5384
2021,Europe,Turkey,Bombing/Explosion,Liberation Front Alpha,15,9,24,Military,Unknown,0,49.0932,15.1682
2021,South Asia,Nepal,Armed Assault,Crimson Path,5,18,23,Police,Firearms,0,22.4926,89.9094
2021,Europe,Ukraine,Unarmed Assault,Eastern Resistance,11,12,23,Government,Chemical,1,49.5075,26.2445
2021,Africa,Sudan,Bombing/Explosion,Storm Seekers,48,13,61,Government,Unknown,1,3.4321,33.7057
2021,Americas,Peru,Hostage Taking,Silent Thunder,0,1,1,Business,Vehicle,0,20.932,-82.0668
2021,Africa,Sudan,Armed Assault,Crimson Path,20,1,21,Religious,Melee,0,17.7622,40.9643
2021,Europe,Bosnia,Bombing/Explosion,Liberation Front Alpha,6,4,10,Religious,Explosives,0,40.5145,35.0405
2021,South Asia,Sri Lanka,Bombing/Explosion,Free Sons Movement,17,9,26,Civilians,Firearms,1,30.8117,89.194
2021,Central Asia,Tajikistan,Facility Attack,Grey Wolf Alliance,1,0,1,Military,Explosives,1,41.2398,72.2079
2021,Southeast Asia,Indonesia,Assassination,Grey Wolf Alliance,0,5,5,Business,Firearms,0,9.8265,103.5309
2021,Americas,El Salvador,Armed Assault,Free Sons Movement,2,14,16,Religious,Chemical,0,14.8126,-77.5104
2021,South Asia,Bangladesh,Armed Assault,Black Sun Collective,7,23,30,Military,Unknown,0,26.7034,75.024
2021,Southeast Asia,Philippines,Bombing/Explosion,Desert Storm Faction,2,102,104,Military,Chemical,0,16.9626,122.5772
2021,Middle East,Pakistan,Bombing/Explosion,Red Crescent Brigade,15,145,160,Military,Firearms,1,34.5005,39.07
2021,Central Asia,Kazakhstan,Bombing/Explosion,Desert Storm Faction,43,6,49,Business,Chemical,1,46.4117,65.1063
2021,Middle East,Iraq,Armed Assault,Eastern Resistance,0,3,3,Military,Explosives,0,30.7547,48.0457
2021,South Asia,Bangladesh,Armed Assault,Iron Vanguard,5,2,7,Religious,Chemical,1,20.2632,80.4484
2021,Europe,Russia,Facility Attack,Liberation Front Alpha,0,4,4,Business,Melee,1,43.8502,33.6707
2021,Southeast Asia,Thailand,Armed Assault,Red Crescent Brigade,0,1,1,Business,Vehicle,1,14.7107,95.9808
2021,Middle East,Pakistan,Facility Attack,Northern Covenant,2,0,2,Religious,Unknown,0,28.9714,55.0727
2021,Middle East,Yemen,Bombing/Explosion,Red Crescent Brigade,9,17,26,Civilians,Firearms,1,36.4846,54.7172
2021,Europe,Russia,Bombing/Explosion,Red Crescent Brigade,10,54,64,Civilians,Unknown,1,51.1095,31.3849
2021,Africa,Sudan,Bombing/Explosion,Black Sun Collective,13,17,30,Military,Chemical,0,17.741,16.8512
2021,Middle East,Lebanon,Armed Assault,Northern Covenant,4,20,24,Business,Melee,1,31.6073,54.5704
2021,Americas,Mexico,Bombing/Explosion,Crimson Path,40,51,91,Business,Firearms,1,12.2738,-65.8962
2021,Central Asia,Kyrgyzstan,Bombing/Explosion,Silent Thunder,20,3,23,Religious,Chemical,0,40.6678,66.8323
2021,Europe,Kosovo,Bombing/Explosion,Desert Storm Faction,5,1,6,Government,Vehicle,1,51.3028,29.2761
2021,Americas,El Salvador,Assassination,Free Sons Movement,5,3,8,Business,Unknown,1,22.8654,-74.9098
2021,Europe,Ukraine,Bombing/Explosion,Storm Seekers,24,10,34,Business,Firearms,1,41.9451,23.2777
2021,Europe,Turkey,Unarmed Assault,Liberation Front Alpha,5,1,6,Military,Unknown,1,45.8839,37.3846
2021,Americas,Honduras,Unarmed Assault,Crimson Path,0,2,2,Civilians,Chemical,1,7.9848,-69.692
2021,South Asia,Nepal,Armed Assault,Unknown Cell,6,7,13,Civilians,Unknown,0,22.2475,72.1584
2022,Central Asia,Kyrgyzstan,Armed Assault,Frontier Guard,15,1,16,Police,Unknown,0,43.1862,72.5887
2022,Africa,Mali,Assassination,Red Crescent Brigade,1,2,3,Military,Unknown,0,4.3048,26.4587
2022,Southeast Asia,Indonesia,Unarmed Assault,Unknown Cell,0,7,7,Police,Explosives,1,9.7282,104.0631
2022,Southeast Asia,Philippines,Facility Attack,Free Sons Movement,6,9,15,Military,Chemical,1,12.8237,105.4066
2022,South Asia,India,Bombing/Explosion,Frontier Guard,37,34,71,Religious,Firearms,1,12.3545,90.2447
2022,Africa,Nigeria,Bombing/Explosion,Northern Covenant,4,33,37,Civilians,Firearms,1,11.3439,33.5175
2022,Americas,Mexico,Unarmed Assault,Frontier Guard,1,1,2,Police,Chemical,1,14.4019,-84.7396
2022,Middle East,Pakistan,Hijacking,Iron Vanguard,0,2,2,Military,Firearms,1,32.2328,57.2209
2022,South Asia,India,Facility Attack,Red Crescent Brigade,6,2,8,Civilians,Unknown,0,18.6629,86.0638
2022,Middle East,Pakistan,Hostage Taking,Red Crescent Brigade,1,3,4,Military,Unknown,1,25.4652,47.6782
2022,Middle East,Iraq,Assassination,Unknown Cell,0,0,0,Business,Explosives,1,33.399,55.1898
2022,Central Asia,Tajikistan,Unarmed Assault,Desert Storm Faction,4,1,5,Business,Firearms,0,45.4677,68.2113
2022,South Asia,Bangladesh,Armed Assault,Unknown Cell,7,1,8,Religious,Firearms,1,25.1688,78.9282
2022,Central Asia,Tajikistan,Hostage Taking,Iron Vanguard,0,2,2,Government,Explosives,1,45.85,67.6421
2022,Middle East,Pakistan,Assassination,Frontier Guard,2,5,7,Religious,Unknown,1,35.9851,60.9355
2022,Africa,Sudan,Bombing/Explosion,Northern Covenant,37,40,77,Religious,Melee,1,-4.5721,36.3436
2022,Central Asia,Tajikistan,Hijacking,Silent Thunder,1,0,1,Religious,Melee,0,46.3965,65.9903
2022,Southeast Asia,Philippines,Facility Attack,Crimson Path,3,0,3,Religious,Firearms,1,14.6708,105.3572
2022,Americas,El Salvador,Facility Attack,Northern Covenant,8,2,10,Police,Explosives,1,14.0747,-86.453
2022,Africa,DRC,Armed Assault,Shadow Front,6,3,9,Government,Vehicle,1,18.1005,16.7844
2022,Middle East,Lebanon,Hostage Taking,Iron Vanguard,1,3,4,Government,Explosives,1,30.2641,37.5606
2022,Americas,Mexico,Armed Assault,Shadow Front,4,23,27,Police,Chemical,1,6.2062,-75.0233
2022,Southeast Asia,Philippines,Armed Assault,Desert Storm Faction,2,9,11,Business,Chemical,1,8.8794,98.7945
2022,Southeast Asia,Philippines,Armed Assault,Storm Seekers,15,4,19,Religious,Melee,0,7.6962,121.3576
2022,Middle East,Syria,Hostage Taking,Liberation Front Alpha,3,0,3,Police,Melee,1,24.7624,36.4889
2022,Europe,Turkey,Unarmed Assault,Frontier Guard,0,10,10,Civilians,Unknown,1,45.0783,34.671
2022,Africa,Mozambique,Assassination,Northern Covenant,0,14,14,Government,Melee,1,5.6293,15.5194
2022,Europe,Ukraine,Bombing/Explosion,Shadow Front,54,3,57,Civilians,Melee,1,40.0328,16.1031
2022,Central Asia,Kyrgyzstan,Bombing/Explosion,Grey Wolf Alliance,13,5,18,Military,Firearms,1,47.1147,76.8879
2022,Middle East,Yemen,Armed Assault,Shadow Front,4,0,4,Business,Explosives,1,29.5095,37.2361
2022,Middle East,Lebanon,Assassination,Iron Vanguard,0,1,1,Government,Vehicle,1,31.7057,61.1845
2022,Southeast Asia,Philippines,Armed Assault,Shadow Front,4,45,49,Police,Firearms,1,11.946,98.05
2022,Southeast Asia,Myanmar,Armed Assault,Desert Storm Faction,13,16,29,Police,Explosives,0,9.8913,124.0991
2022,Africa,Mali,Facility Attack,Black Sun Collective,3,13,16,Military,Firearms,1,-0.0862,10.5577
2022,Africa,DRC,Armed Assault,Iron Vanguard,3,14,17,Business,Unknown,1,1.344,10.9499
2022,Middle East,Afghanistan,Bombing/Explosion,Red Crescent Brigade,91,10,101,Police,Unknown,1,34.1011,53.6019
2022,Africa,Ethiopia,Unarmed Assault,Grey Wolf Alliance,3,8,11,Military,Vehicle,0,-3.0267,28.7247
2022,Central Asia,Kazakhstan,Assassination,Black Sun Collective,4,3,7,Police,Vehicle,1,38.5758,68.9901
2022,Middle East,Afghanistan,Hijacking,Shadow Front,0,0,0,Police,Unknown,0,33.8162,59.058
2022,Americas,El Salvador,Assassination,Desert Storm Faction,0,4,4,Business,Explosives,0,5.747,-71.2744
2022,South Asia,India,Facility Attack,Desert Storm Faction,0,14,14,Business,Chemical,1,30.3059,83.1458
2022,Middle East,Afghanistan,Bombing/Explosion,Frontier Guard,2,5,7,Business,Unknown,1,34.1979,37.2266
2022,Americas,Colombia,Facility Attack,Unknown Cell,3,10,13,Police,Melee,1,16.9587,-77.5774
2023,Americas,El Salvador,Assassination,Iron Vanguard,0,1,1,Police,Unknown,1,14.265,-79.0246
2023,Europe,Turkey,Assassination,Red Crescent Brigade,1,0,1,Military,Melee,1,50.8969,38.8863
2023,Europe,Bosnia,Unarmed Assault,Red Crescent Brigade,0,8,8,Government,Vehicle,1,43.1941,20.8325
2023,Europe,Russia,Bombing/Explosion,Frontier Guard,12,0,12,Business,Unknown,0,48.0368,29.878
2023,Middle East,Pakistan,Armed Assault,Unknown Cell,12,47,59,Police,Explosives,1,34.6931,43.6593
2023,Central Asia,Kyrgyzstan,Bombing/Explosion,Grey Wolf Alliance,16,18,34,Military,Firearms,1,43.1557,77.2972
2023,Middle East,Iraq,Armed Assault,Storm Seekers,16,36,52,Religious,Firearms,1,32.5704,54.2939
2023,Africa,Somalia,Facility Attack,Storm Seekers,7,4,11,Religious,Chemical,0,14.9796,17.5267
2023,Central Asia,Kyrgyzstan,Assassination,Unknown Cell,1,3,4,Military,Chemical,1,47.9305,73.7707
2023,Middle East,Iraq,Hijacking,Desert Storm Faction,0,0,0,Religious,Explosives,0,30.9875,54.1529
2023,Americas,Colombia,Facility Attack,Desert Storm Faction,8,7,15,Business,Explosives,0,23.5615,-67.6459
2023,South Asia,Sri Lanka,Hostage Taking,Silent Thunder,0,1,1,Military,Vehicle,0,30.9695,80.5267
2023,Americas,El Salvador,Hijacking,Crimson Path,0,0,0,Civilians,Melee,1,5.2307,-85.6856
2023,Africa,Nigeria,Armed Assault,Free Sons Movement,12,2,14,Military,Melee,1,-2.6576,36.963
2023,Europe,Turkey,Bombing/Explosion,Unknown Cell,3,81,84,Military,Chemical,1,49.1753,31.6996
2023,Americas,El Salvador,Assassination,Grey Wolf Alliance,0,0,0,Business,Chemical,1,8.307,-73.2397
2023,South Asia,Bangladesh,Hostage Taking,Eastern Resistance,3,1,4,Religious,Vehicle,1,33.9753,90.3252
2023,Southeast Asia,Philippines,Bombing/Explosion,Crimson Path,21,51,72,Civilians,Chemical,1,17.1275,102.7595
2023,Central Asia,Kyrgyzstan,Armed Assault,Northern Covenant,0,14,14,Military,Melee,1,42.9436,73.2777
2023,Europe,Bosnia,Assassination,Liberation Front Alpha,1,5,6,Civilians,Unknown,1,42.6896,33.0716
2023,Central Asia,Tajikistan,Assassination,Shadow Front,1,2,3,Business,Unknown,0,41.9816,69.3927
2023,Europe,Bosnia,Facility Attack,Frontier Guard,3,4,7,Police,Vehicle,1,42.9839,21.6208
2023,Middle East,Afghanistan,Armed Assault,Liberation Front Alpha,11,11,22,Civilians,Melee,1,29.7713,40.4355
2023,Europe,Russia,Bombing/Explosion,Desert Storm Faction,18,16,34,Business,Melee,1,42.9179,30.7579
2023,Americas,Mexico,Bombing/Explosion,Black Sun Collective,13,36,49,Business,Chemical,0,20.5733,-83.352
2023,Southeast Asia,Myanmar,Assassination,Crimson Path,3,3,6,Business,Vehicle,1,9.395,109.3857
2023,Europe,Turkey,Assassination,Iron Vanguard,5,5,10,Military,Vehicle,1,49.9962,17.2295
2023,Central Asia,Kazakhstan,Assassination,Storm Seekers,1,3,4,Military,Unknown,1,44.6118,79.807
2023,Central Asia,Kazakhstan,Hostage Taking,Shadow Front,2,1,3,Government,Explosives,1,42.7511,71.1145
2023,South Asia,Sri Lanka,Bombing/Explosion,Crimson Path,31,31,62,Religious,Melee,1,21.2871,77.6146
2023,Middle East,Syria,Armed Assault,Frontier Guard,6,3,9,Civilians,Melee,0,30.4427,43.6033
2023,Europe,Bosnia,Assassination,Black Sun Collective,1,10,11,Police,Firearms,0,43.2832,34.6924
2023,Central Asia,Kazakhstan,Armed Assault,Crimson Path,8,9,17,Business,Unknown,1,47.1155,76.2128
2023,South Asia,Nepal,Assassination,Unknown Cell,5,2,7,Religious,Chemical,0,24.3927,81.1209
2023,Middle East,Yemen,Armed Assault,Black Sun Collective,5,17,22,Business,Chemical,1,27.5295,48.8427
2023,Central Asia,Kazakhstan,Facility Attack,Desert Storm Faction,6,1,7,Business,Melee,1,47.1912,74.3989
2023,Europe,Turkey,Assassination,Black Sun Collective,1,1,2,Religious,Chemical,0,42.9877,39.3814
2023,Americas,Honduras,Armed Assault,Iron Vanguard,3,8,11,Government,Chemical,1,11.247,-67.6869
2023,Africa,Libya,Hijacking,Frontier Guard,0,0,0,Religious,Unknown,1,-1.8971,14.3126
2023,South Asia,India,Facility Attack,Unknown Cell,2,0,2,Religious,Vehicle,0,14.4063,90.29
2023,Middle East,Afghanistan,Bombing/Explosion,Free Sons Movement,15,51,66,Business,Vehicle,1,32.876,37.7941
2023,Americas,Honduras,Facility Attack,Storm Seekers,6,3,9,Military,Firearms,1,9.9711,-65.6034
2023,Middle East,Pakistan,Assassination,Shadow Front,0,0,0,Civilians,Melee,1,24.7255,50.0797
2023,Americas,Honduras,Armed Assault,Shadow Front,6,2,8,Government,Firearms,1,24.4255,-83.7446
2023,Europe,Kosovo,Assassination,Black Sun Collective,1,0,1,Police,Melee,0,48.8867,28.9188
2023,Europe,Kosovo,Bombing/Explosion,Desert Storm Faction,34,13,47,Government,Vehicle,1,40.1723,34.7626
2023,Europe,Bosnia,Armed Assault,Crimson Path,2,20,22,Government,Vehicle,1,50.7096,29.2803
2023,Central Asia,Tajikistan,Hijacking,Red Crescent Brigade,0,0,0,Military,Firearms,0,46.0526,65.4334
2023,Central Asia,Tajikistan,Bombing/Explosion,Red Crescent Brigade,15,23,38,Police,Vehicle,0,45.8328,77.8143
2023,Africa,Libya,Bombing/Explosion,Unknown Cell,22,7,29,Civilians,Vehicle,1,10.0913,21.1048
2023,Middle East,Lebanon,Unarmed Assault,Desert Storm Faction,1,1,2,Military,Vehicle,1,26.4276,41.0723
2023,Central Asia,Tajikistan,Armed Assault,Crimson Path,0,25,25,Government,Vehicle,1,42.7395,71.0185
2023,Americas,Colombia,Armed Assault,Iron Vanguard,10,4,14,Government,Explosives,1,10.6186,-65.4127
2023,Central Asia,Kyrgyzstan,Facility Attack,Shadow Front,4,1,5,Civilians,Melee,1,43.1707,70.8237
